"","0050","0056","006205","00646"
"59",56.56,19.39,26.65,19.57
"60",57.06,19.46,27.05,19.59
"61",57.68,19.52,27.38,19.64
"62",58.04,19.6,27.87,19.63
"63",57.95,19.67,28.54,19.61
"64",57.77,19.59,28.28,19.69
"65",57.73,19.46,28.04,19.66
"66",57.73,19.36,27.97,19.63
"67",57.46,19.34,27.74,19.7
"68",57.5,19.34,27.83,19.74
"69",57.1,19.15,27.28,19.68
"70",58.04,19.34,27.56,19.74
"71",58,19.36,27.87,19.71
"72",57.32,19.23,27.43,19.69
"73",55.98,19.06,27.9,19.74
"74",55.75,19.02,27.75,19.82
"75",56.29,18.95,27.55,19.71
"76",56.52,18.96,27.94,19.69
"77",56.47,19.01,27.7,19.6
"78",57.46,19.1,28.42,19.77
"79",57.64,19.17,28.27,19.94
"80",57.64,19.21,28.44,19.94
"81",57.28,19.19,27.96,19.84
"82",57.06,19.19,27.89,20.01
"83",56.2,18.93,26.98,19.99
"84",56.47,18.87,27.38,20.12
"85",56.7,18.81,27.3,20.03
"86",56.74,18.92,27.23,20.01
"87",56.97,18.99,27.17,19.99
"88",56.88,18.96,27.4,19.97
"89",55.98,18.82,27.17,19.96
"90",55.26,18.64,27.18,19.9
"91",54.5,18.43,27.54,19.84
"92",53.92,18.13,27.46,19.74
"93",54.01,18.07,27.52,19.72
"94",53.56,17.91,27.24,19.63
"95",53.56,18,26.47,19.74
"96",53.83,18.04,26.36,19.9
"97",53.69,18.04,26.55,20
"98",53.65,17.95,26.44,19.94
"99",53.06,17.86,26.46,19.87
"100",53.47,17.99,26.44,19.8
"101",53.87,18.05,26.5,19.96
"102",53.78,18.07,26.02,19.81
"103",53.51,17.96,26.4,19.85
"104",53.83,18.02,26.42,19.88
"105",55.62,18.39,26.42,19.86
"106",55.04,18.39,26.29,19.85
"107",55.62,18.48,26.51,20.11
"108",55.75,18.55,26.23,20.13
"109",56.16,18.71,26.31,20.15
"110",56.65,18.92,26.42,20.33
"111",56.65,18.95,27.3,20.34
"112",57.15,19.03,27.21,20.26
"113",57.15,19.03,27.1,20.23
"114",57.28,19.02,27.18,20.3
"115",57.37,19.03,27.24,20.14
"116",57.46,18.97,27.06,20.11
"117",58.22,19.24,27.07,20.2
"118",58.54,19.3,26.89,20.15
"119",57.19,19.04,26.5,20.05
"120",57.55,19.23,26.16,19.98
"121",57.64,19.22,26.19,19.96
"122",56.83,19.06,26.25,19.85
"123",57.46,19.15,26.4,19.98
"124",57.86,19.37,26.32,20.02
"125",58.09,19.49,26.5,20
"126",58.27,19.49,26.42,19.97
"127",58.13,19.42,26.39,19.99
"128",56.61,18.98,26.01,19.31
"129",57.19,19.11,26.3,19.59
"130",57.41,19.24,26.32,19.45
"131",58.04,19.42,26.46,19.61
"132",58.71,19.51,26.6,19.81
"133",59.43,19.68,26.57,19.96
"134",59.48,19.84,27.02,20.1
"135",59.3,19.8,27.17,20.04
"136",58.22,19.56,27.12,19.93
"137",58.94,19.73,27.12,20.11
"138",60.11,20.22,27.24,20.36
"139",60.64,20.22,27.2,20.36
"140",60.69,20.54,27.6,20.43
"141",60.73,20.54,27.5,20.42
"142",61.45,20.66,27.49,20.46
"143",62.03,20.83,27.42,20.48
"144",62.12,20.89,27.18,20.49
"145",62.08,20.76,27.08,20.47
"146",62.39,20.94,27.36,20.5
"147",62.17,20.92,27.14,20.42
"148",61.9,20.86,27.06,20.56
"149",62.26,20.88,27.28,20.59
"150",62.53,21,26.74,20.58
"151",62.71,21.08,26.92,20.52
"152",62.26,21.04,26.91,20.42
"153",62.94,21.19,26.68,20.35
"154",62.94,21.24,26.6,20.38
"155",62.44,21.14,26.73,20.2
"156",62.57,21.12,26.72,20.26
"157",63.21,21.22,26.72,20.25
"158",63.62,21.29,26.69,20.38
"159",63.94,21.3,26.83,20.36
"160",64.12,21.29,26.74,20.23
"161",63.53,21.13,26.81,20.23
"162",63.75,21.2,26.82,20.22
"163",63.89,21.23,28.23,20.34
"164",63.53,21.27,28.07,20.28
"165",63.62,21.22,28.06,20.27
"166",63.48,21.34,28,20.33
"167",62.85,21.28,27.91,20.43
"168",62.39,20.98,27.87,20.5
"169",63.03,21.07,27.99,20.55
"170",62.85,21.06,27.79,20.55
"171",63.57,21.29,27.59,20.48
"172",63.66,21.32,27.63,20.42
"173",63.62,21.23,27.56,20.42
"174",63.57,21.36,27.63,20.5
"175",63.03,21.28,27.67,20.5
"176",62.71,21.05,27.61,20.5
"177",62.8,21.06,27.53,20.4
"178",63.84,21.28,27.59,20.44
"179",64.34,21.46,27.48,20.37
"180",65.25,21.58,27.53,20.29
"181",65.03,21.65,27.44,20.28
"182",63.94,21.54,27.45,20.31
"183",63.03,21.26,26.91,20.05
"184",62.53,21.19,26.8,19.96
"185",62.53,21.04,26.89,20.24
"186",62.16,21.02,26.89,20.05
"187",64.48,21.38,26.87,20.16
"188",64.39,21.41,26.8,20
"189",64.71,21.54,26.75,20
"190",64.84,21.59,27,20.09
"191",65.3,21.6,26.95,20.2
"192",64.48,21.45,26.74,20.08
"193",65.3,21.67,26.66,20.21
"194",64.43,21.67,26.65,20.02
"195",64.89,21.62,26.65,20.05
"196",65.16,21.64,26.65,19.98
"197",64.93,21.67,26.72,19.95
"198",65.12,21.67,26.83,20.03
"199",65.07,21.63,26.9,20.1
"200",64.89,21.48,26.97,20.19
"201",65.62,21.55,26.9,20.12
"202",65.12,21.47,26.87,19.99
"203",64.89,21.29,26.84,20.05
"204",64.89,21.31,27.01,20.01
"205",65.34,21.42,26.96,20.02
"206",65.71,21.54,26.97,20
"207",65.98,21.59,27,20.05
"208",65.93,21.58,27.01,20.04
"209",66.02,21.66,27.54,20.1
"210",66.66,21.88,27.4,20.17
"211",66.3,21.65,27.32,20.04
"212",65.93,21.61,27.21,20.03
"213",65.93,21.61,27.28,20.03
"214",65.93,21.65,27.09,19.98
"215",65.93,21.56,27.21,19.97
"216",65.16,21.18,27.1,19.72
"217",64.66,21.01,27.37,19.62
"218",64.48,20.98,27.31,19.59
"219",65.39,21.17,27.27,19.8
"220",65.71,21.29,27.42,20
"221",63.57,20.67,27.08,19.18
"222",65.39,21.16,27.5,20.26
"223",63.62,20.65,27.69,20.32
"224",63.66,20.83,27.96,20.45
"225",63.48,20.69,27.8,20.49
"226",63.57,20.73,27.65,20.51
"227",63.75,20.61,27.69,20.6
"228",63.94,20.79,27.72,20.6
"229",64.03,20.87,27.92,20.7
"230",64.89,21.1,28.02,20.8
"231",65.21,21.11,28.14,20.81
"232",64.84,21.08,28.19,20.86
"233",64.8,21.14,28.1,20.85
"234",65.16,21.19,28.44,20.85
"235",65.07,21.15,28.66,20.72
"236",65.12,21.16,28.61,20.75
"237",65.39,21.22,28.69,20.85
"238",64.66,21.04,28.51,20.57
"239",64.57,20.91,28.15,20.68
"240",65.39,21.05,28.24,20.83
"241",65.39,21.11,28.1,20.93
"242",66.21,21.23,28.11,21.38
"243",66.43,21.32,28.38,21.22
"244",66.16,21.17,27.72,21.48
"245",66.25,21.18,27.62,21.4
"246",66.39,21.2,27.66,21.59
"247",66.3,21.2,27.24,21.5
"248",65.66,21.21,27.13,21.56
"249",65.25,20.99,27.11,21.58
"250",65.16,21.02,26.78,21.61
"251",65.12,20.95,27.05,21.73
"252",64.3,20.93,26.98,21.6
"253",64.07,20.79,26.92,21.63
"254",64.3,20.84,26.79,21.51
"255",64.25,20.8,26.97,21.6
"256",65.03,20.93,26.97,21.6
"257",64.71,20.92,27.03,21.52
"258",65.21,20.99,27,21.6
"259",65.3,21.04,27.25,21.56
"260",65.25,21.11,27.37,21.65
"261",65.84,21.18,27.45,21.63
"262",65.98,21.24,27.43,21.52
"263",65.8,21.2,27.5,21.7
"264",65.75,21.3,27.45,21.57
"265",65.75,21.38,27.21,21.53
"266",66.43,21.45,27.18,21.58
"267",65.93,21.44,27.11,21.49
"268",65.39,21.33,27.03,21.3
"269",65.66,21.33,27.21,21.34
"270",65.52,21.31,27.35,21.3
"271",65.34,21.28,27.36,21.37
"272",65.52,21.24,27.48,21.32
"273",66.07,21.36,27.58,21.27
"274",66.57,21.42,27.46,21.29
"275",66.21,21.43,27.53,21.25
"276",66.16,21.52,27.36,21.15
"277",66.52,21.77,27.3,21.25
"278",66.57,21.8,27.16,21.24
"279",66.71,21.97,27.19,21.18
"280",66.94,22.01,27.43,21.17
"281",67.68,22.14,27.65,21.33
"282",67.82,22.14,27.65,21.45
"283",68.06,22.2,27.55,21.25
"284",68.71,22.37,27.6,21.36
"285",68.29,22.27,27.61,21.39
"286",68.2,22.25,27.5,21.44
"287",68.34,22.29,27.44,21.4
"288",67.96,22.17,27.65,21.46
"289",68.1,22.05,27.73,21.51
"290",68.15,22.18,27.65,21.6
"291",67.96,22.24,27.63,21.55
"292",68.01,22.27,27.54,21.51
"293",67.27,22.29,27.56,21.57
"294",67.45,22.29,27.45,22
"295",67.03,22.26,27.25,22.05
"296",67.08,22.25,27.34,21.95
"297",67.36,22.3,27.26,21.91
"298",67.73,22.35,27.26,21.75
"299",66.99,22.29,27.02,21.83
"300",66.94,22.2,27.12,21.95
"301",67.41,22.28,27.19,21.93
"302",67.87,22.38,27.18,21.87
"303",67.73,22.37,27.1,21.8
"304",68.61,22.53,27.23,21.82
"305",68.8,22.56,27.16,21.75
"306",68.75,22.67,26.87,21.61
"307",69.64,22.77,26.95,21.6
"308",68.99,22.82,26.75,21.31
"309",69.13,22.75,26.78,21.4
"310",69.03,22.73,26.92,21.43
"311",68.99,22.62,27.02,21.04
"312",69.03,22.52,26.8,21.13
"313",68.8,22.56,26.84,21.36
"314",68.71,22.56,26.67,21.45
"315",68.52,22.5,26.76,21.59
"316",69.4,22.66,27.05,21.42
"317",69.17,22.61,27.2,21.25
"318",68.89,22.56,27.25,21.25
"319",68.99,22.58,27.2,21.39
"320",68.71,22.37,27,21.4
"321",68.85,22.28,27.19,21.38
"322",69.17,22.31,27.07,21.13
"323",68.38,22.08,26.85,21.13
"324",68.43,22,26.65,21
"325",68.43,22.06,26.81,21.18
"326",67.68,22,26.44,21.12
"327",67.68,21.85,26.58,21.25
"328",68.34,21.92,26.6,21.22
"329",68.47,21.94,26.36,21.35
"330",69.13,22.05,26.45,21.4
"331",69.31,22.25,26.44,21.36
"332",69.27,22.24,26.32,21.5
"333",69.31,22.25,26.33,21.52
"334",69.92,22.35,26.28,21.47
"335",70.24,22.3,26.14,21.45
"336",70.33,22.39,26.2,21.5
"337",69.87,22.3,25.87,21.45
"338",70.38,22.35,25.73,21.54
"339",70.61,22.29,25.85,21.53
"340",70.89,22.26,26.01,21.53
"341",71.12,22.27,25.82,21.54
"342",70.94,22.35,26.22,21.42
"343",71.12,22.47,26.33,21.44
"344",71.12,22.52,26.33,21.47
"345",70.94,22.47,26.29,21.42
"346",70.57,22.44,26.3,21.3
"347",70.52,22.46,26.31,21.28
"348",70.71,22.52,26.25,21.36
"349",70.99,22.53,26.29,21.4
"350",70.94,22.53,26.38,21.55
"351",71.59,22.57,26.86,21.6
"352",71.54,22.65,27.03,21.61
"353",71.12,22.59,27.21,21.6
"354",71.5,22.6,27.43,21.58
"355",71.78,22.62,27.43,21.69
"356",71.96,22.66,27.5,21.72
"357",72.52,22.74,27.27,21.65
"358",72.47,22.75,27.29,21.56
"359",72.47,22.68,27.67,21.6
"360",72.75,22.75,27.67,21.64
"361",72.52,22.75,27.95,21.7
"362",71.73,22.81,27.94,21.56
"363",71.82,22.89,27.96,21.8
"364",71.45,22.71,27.79,21.84
"365",71.5,22.73,27.76,21.87
"366",72.24,22.79,27.79,22
"367",73.03,22.95,27.98,22
"368",73.87,22.98,27.89,22.2
"369",73.96,23.13,27.81,22.16
"370",74.15,23.26,28.61,22.13
"371",74.1,23.18,28.24,22.23
"372",75.68,23.38,28.59,22.1
"373",75.59,23.44,28.57,22.1
"374",74.89,23.26,28.8,21.96
"375",74.98,23.29,28.87,22.06
"376",74.75,23.27,28.96,21.95
"377",74.8,23.43,28.98,21.98
"378",74.38,23.34,28.76,22.02
"379",75.08,23.36,28.78,22.05
"380",74.75,23.33,29.01,22.05
"381",74.33,23.26,29.15,21.94
"382",74.7,23.27,29.25,22.12
"383",75.82,23.47,29.43,22.07
"384",75.82,23.6,29.43,22.03
"385",76.42,23.66,29.49,22.11
"386",76.28,23.69,29.61,22.12
"387",76.42,23.76,29.98,22.2
"388",76.61,23.77,29.55,22.2
"389",76.89,23.88,29.87,22.25
"390",76.84,23.88,30.28,22.44
"391",76.33,23.76,30.33,22.47
"392",76.52,23.68,30.27,22.39
"393",76.66,23.8,30.29,22.31
"394",76.38,23.79,30.08,22.44
"395",77.17,23.86,30.06,22.36
"396",76.33,23.83,30.02,22.22
"397",76.28,23.74,30.2,22.28
"398",76.71,23.84,30.31,22.26
"399",77.36,23.91,30.56,22.35
"400",77.08,23.87,30.37,22.34
"401",77.22,23.92,30.3,22.26
"402",77.78,23.97,30.11,22.28
"403",77.74,23.98,30.17,22.28
"404",77.03,23.89,30.18,22.25
"405",76.52,23.56,29.95,22.26
"406",76.19,23.53,29.68,22.07
"407",75.72,23.15,29.8,22.19
"408",76.24,23.36,29.99,22.3
"409",75.96,23.33,29.8,22.32
"410",76.57,23.52,29.99,22.31
"411",76.1,23.46,30.14,21.96
"412",76,23.36,30.17,21.96
"413",76.75,23.46,30.38,22
"414",76.66,23.54,30.46,22.07
"415",77.41,23.58,30.43,22.06
"416",77.55,23.6,30.7,22.06
"417",77.41,23.64,31.32,21.95
"418",77.18,23.52,31.4,21.89
"419",77.55,23.64,31.52,22.02
"420",77.78,23.74,31.29,22.06
"421",77.83,23.88,31.38,22.17
"422",77.69,23.86,31.51,22.13
"423",77.78,23.92,31.68,22.07
"424",77.46,23.88,31.59,22.06
"425",77.13,23.78,31.57,22.08
"426",77.55,23.87,31.55,22.03
"427",77.41,23.94,31.49,22.13
"428",77.69,24.1,31.51,22.3
"429",77.18,24.11,31.5,22.31
"430",77.22,24.12,31.4,22.4
"431",77.22,24.16,31.33,22.39
"432",77.97,24.38,31.41,22.44
"433",77.6,24.09,31.31,22.45
"434",77.08,23.97,31.22,22.47
"435",77.55,24.05,31.46,22.55
"436",76.52,23.84,31.25,22.54
"437",75.91,23.47,31.05,22.5
"438",75.3,23.34,31.01,22.44
"439",75.67,23.45,31.05,22.48
"440",75.39,23.47,31.03,22.71
"441",75.63,23.47,31.12,22.73
"442",76.14,23.62,31.15,22.9
"443",76.42,23.79,31.24,22.9
"444",76.42,23.87,31.59,23
"445",76.75,23.92,32.1,23.02
"446",76.99,24.03,32.17,23.16
"447",78.21,24.03,31.93,23
"448",78.96,24.01,31.86,23.07
"449",78.82,23.91,31.85,23.03
"450",79.24,24,31.82,23.02
"451",79.05,23.94,31.68,23.06
"452",79.33,23.96,31.57,23.11
"453",79.61,23.97,31.58,23.16
"454",79.28,23.96,31.61,23.22
"455",79.24,24.11,31.56,23.35
"456",79.14,24.24,31.72,23.25
"457",79.1,24.24,31.77,23.18
"458",79,24.22,32.02,23.16
"459",79.05,24.01,32.06,23.16
"460",79.66,24.07,32.02,23.32
"461",79.89,24.14,31.89,23.21
"462",79.8,24.16,31.96,23.23
"463",79.52,24.23,31.94,23.21
"464",79.43,24.25,31.78,23.3
"465",79.57,24.16,31.85,23.32
"466",79.99,24.16,32.25,23.33
"467",79.66,24.21,32.35,23.32
"468",79.14,23.98,32.22,23.35
"469",79.28,23.87,32.51,23.27
"470",79.05,23.6,32.6,23.28
"471",78.91,23.73,32.6,23.22
"472",78.11,23.62,32.32,23.12
"473",78.39,23.63,32.34,23.07
"474",79.1,23.72,32.49,23.25
"475",78.77,23.68,32.49,23.15
"476",79.47,23.77,33.32,23.2
"477",79.85,23.76,33.51,23.24
"478",79.89,23.78,33.3,23.3
"479",79.85,23.84,32.64,23.26
"480",78.91,23.78,32.37,23.26
"481",78.39,23.69,32.27,23.36
"482",78.49,23.74,32.16,23.51
"483",77.13,23.59,32.25,23.52
"484",77.46,23.59,31.86,23.75
"485",77.74,23.59,32.24,23.9
"486",77.13,23.46,32.35,23.68
"487",75.82,23.23,32.08,23.58
"488",75.86,23.1,31.82,23.67
"489",75.86,23.33,32.06,23.72
"490",76.42,23.5,32.26,23.84
"491",75.91,23.41,32.22,23.95
"492",75.96,23.44,32.12,23.86
"493",76.66,23.52,32.09,23.9
"494",76.05,23.46,31.87,23.88
"495",76.14,23.55,31.66,24.11
"496",75.77,23.48,32.02,24.2
"497",76,23.5,32.03,24.06
"498",75.96,23.5,32.44,24.05
"499",76.24,23.5,32.36,24.1
"500",76.38,23.54,32.28,24.05
"501",75.63,23.49,32.3,23.97
"502",75.86,23.5,32.17,24.05
"503",76.61,23.5,32.1,23.98
"504",77.03,23.6,32.02,23.89
"505",77.46,23.72,32.55,23.69
"506",78.16,23.89,32.85,23.8
"507",78.3,23.98,32.87,24.01
"508",78.53,24.01,33.06,24.12
"509",78.86,24.13,33.19,24.21
"510",78.91,24.07,33.22,24.24
"511",78.53,23.94,33.22,24.32
"512",78.21,23.98,33.3,24.33
"513",78.86,24.11,33.63,24.49
"514",79.38,24.21,34.2,24.62
"515",79.71,24.35,34.2,24.64
"516",79.85,24.46,34.42,24.49
"517",80.93,24.56,34.55,24.78
"518",81.72,24.54,34.92,24.58
"519",82.47,24.78,34.91,24.55
"520",82.8,24.73,35.18,24.85
"521",81.77,24.84,35.35,24.8
"522",82,24.96,35.16,24.79
"523",82.05,25.05,35.48,24.77
"524",82.29,25.29,35.4,25
"525",81.33,24.93,34.81,24.8
"526",81.43,24.96,34.76,24.75
"527",82,24.94,34.78,24.82
"528",81.67,24.86,34.89,24.7
"529",80.42,24.54,35.13,24.2
"530",76.62,23.59,34.35,23.6
"531",77.58,24,34.25,23.42
"532",77.53,24.07,32.95,23.64
"533",76.04,24.07,31.1,22.85
"534",76.66,23.74,31.5,23.1
"535",78.4,24.28,32.6,23.69
"536",77.92,24.18,32.72,23.69
"537",78.88,24.35,32.99,23.78
"538",79.26,24.52,33.48,24.12
"539",79.21,24.49,33.24,24.3
"540",78.64,24.45,32.71,23.88
"541",78.06,24.31,32.41,23.55
"542",77.67,24.19,32.27,23.58
"543",79.02,24.31,32.61,23.8
"544",78.68,24.26,32.6,23.66
"545",79.6,24.55,32.81,23.92
"546",79.69,24.47,32.94,24.05
"547",80.95,24.63,33.16,24.57
"548",81.71,24.7,33.05,24.54
"549",81.09,24.61,32.75,24.34
"550",81.04,24.64,32.88,24.24
"551",80.7,24.69,32.77,24.21
"552",80.66,24.72,32.54,24.13
"553",80.61,24.66,32.68,23.92
"554",80.66,24.7,32.89,23.94
"555",80.37,24.67,32.29,23.87
"556",78.97,24.37,31.26,23.3
"557",79.07,24.54,31.11,23.3
"558",80.22,24.61,31.69,23.45
"559",79.12,24.47,31.2,22.96
"560",78.97,24.44,31.17,23.29
"561",79.69,24.5,31.62,23.26
"562",79.79,24.49,31.53,23.31
"563",79.12,24.56,31.59,23.23
"564",78.4,24.46,31.18,22.8
"565",79.07,24.49,31.34,23.09
"566",79.36,24.49,31.5,23.29
"567",79.69,24.64,32.01,23.25
"568",79.36,24.54,31.87,23.3
"569",79.36,24.53,31.78,23.5
"570",79.17,24.52,31.21,23.54
"571",78.3,24.32,31.03,23.68
"572",78.49,24.24,30.65,23.85
"573",79.5,24.41,31.26,23.95
"574",77.67,24.37,30.82,23.81
"575",76.91,24.25,30.81,23.76
"576",76.52,24.07,31.5,23.85
"577",76.28,23.89,31.41,23.5
"578",76.04,23.81,31.03,23.6
"579",76.18,23.74,30.64,23.79
"580",76.95,23.97,31.1,23.85
"581",76.38,23.92,30.83,23.74
"582",75.56,23.8,30.8,23.62
"583",75.94,23.78,30.91,23.5
"584",76.47,23.88,31.26,23.9
"585",76.95,24,31.76,23.91
"586",77.39,23.97,31.76,24.02
"587",77.58,24.05,31.83,24.34
"588",78.49,24.16,31.88,24.41
"589",79.36,24.4,32.11,24.51
"590",78.54,24.33,32.03,24.42
"591",78.64,24.47,32.16,24.39
"592",78.11,24.6,31.92,24.54
"593",77.87,24.73,31.88,24.5
"594",78.93,24.87,32.42,24.61
"595",78.64,24.92,32.08,24.66
"596",78.25,24.92,31.81,24.5
"597",78.44,24.93,31.61,24.59
"598",78.73,24.85,31.59,24.61
"599",79.07,24.91,31.55,24.6
"600",78.73,24.89,31.27,24.51
"601",77.34,24.55,30.85,24.36
"602",77.67,24.72,31.2,24.54
"603",78.25,24.92,30.88,24.4
"604",79.45,25.12,31.18,24.54
"605",79.36,25.12,31.29,24.6
"606",80.13,25.28,31.37,24.68
"607",80.27,25.28,31.44,24.87
"608",79.41,25.17,30.95,24.85
"609",79.5,25.19,30.95,24.9
"610",79.36,25.11,31.24,25.01
"611",79.84,25.07,31.17,25.05
"612",78.64,24.91,31.09,24.95
"613",78.83,24.84,31.05,25.1
"614",77.53,24.73,30.29,24.95
"615",78.4,24.63,30.02,25.17
"616",78.16,24.65,30.09,25.28
"617",78.06,24.54,29.9,25.12
"618",77.82,24.33,29.76,25.08
"619",77.63,24.21,29.01,24.91
"620",77.34,24.2,28.39,24.94
"621",77,23.97,28.3,24.94
"622",78.35,24.22,28.54,25.01
"623",77.96,24.17,27.98,24.85
"624",78.06,24.07,27.46,25.11
"625",78.3,24.1,27.7,24.92
"626",77.67,23.89,27.48,24.96
"627",77.87,23.88,27.79,25.19
"628",79.12,24.16,28.24,25.3
"629",79.31,24.19,28.3,25.47
"630",78.59,24.08,27.89,25.46
"631",79.5,24.17,28.56,25.52
"632",80.18,24.34,28.6,25.71
"633",79.84,24.47,28.27,25.7
"634",79.41,24.51,28.16,25.72
"635",79.89,24.74,28.16,25.88
"636",80.13,24.66,27.98,25.96
"637",81.43,24.67,28.07,25.83
"638",82.01,24.76,28.66,25.72
"639",82.15,24.94,29.13,25.93
"640",82.2,24.98,29.13,25.9
"641",82.44,25.1,28.84,26.08
"642",83.12,25.38,28.73,26.08
"643",82.98,25.52,28.7,25.85
"644",82.98,25.66,28.67,25.86
"645",83.56,25.75,28.62,25.95
"646",82.3,25.48,27.48,25.9
"647",82.98,25.65,27.48,26.1
"648",83.12,25.89,27.24,26.1
"649",82.93,25.91,27.28,26.22
"650",83.56,26.05,27.51,26.3
"651",83.56,25.96,27.89,26.32
"652",83.12,25.98,27.7,26.22
"653",81.43,25.65,27.34,26.13
"654",82.01,25.84,27.36,26.16
"655",81.23,25.58,26.94,26.3
"656",81.28,25.57,27.02,26.24
"657",81.14,25.6,26.72,26.33
"658",81.43,25.66,26.6,26.42
"659",82.01,25.7,27.35,26.44
"660",82.1,25.76,27.2,26.43
"661",82.49,25.77,27.25,26.45
"662",82.25,25.67,27.29,26.5
"663",82.98,25.81,27.96,26.73
"664",83.66,26.01,28.01,27.03
"665",84.63,26.06,27.97,26.89
"666",84.92,26.14,27.7,26.94
"667",84.34,26.22,27.7,26.91
"668",83.85,26.08,27.27,26.91
"669",84.38,26.08,27.65,26.96
"670",84.38,25.98,27.5,26.88
"671",83.9,25.91,27.2,26.8
"672",83.8,25.66,27.22,26.68
"673",83.41,25.17,26.99,26.65
"674",83.07,25.28,26.83,26.81
"675",82.98,25.24,26.58,26.85
"676",82.4,25.41,26.7,26.81
"677",83.9,25.86,27.05,26.98
"678",83.27,25.92,26.82,26.98
"679",82.83,25.86,26.87,26.78
"680",83.56,25.87,27.6,26.94
"681",83.32,25.86,27.53,27
"682",84.24,25.87,28.2,27.22
"683",84.48,25.95,28.05,27.06
"684",84.29,25.86,28.59,27.05
"685",84.72,25.79,28.3,26.86
"686",84.29,25.75,28.48,26.87
"687",84.72,25.79,28.41,27.01
"688",83.46,25.67,27.93,27
"689",83.37,25.45,27.81,26.99
"690",82.35,25.28,27.53,27.1
"691",80.94,24.95,27.3,27
"692",80.5,25.2,27.57,26.9
"693",80.75,24.86,27.37,26.95
"694",75.07,23.51,26.19,25.86
"695",77.64,23.84,26.47,25.8
"696",76.82,23.77,26.25,25.71
"697",76.92,23.96,26.24,25.71
"698",77.01,24.08,25.79,26.16
"699",76.77,24.11,25.64,26.16
"700",76.92,24.11,25.8,25.96
"701",76.82,24.36,27.35,25.9
"702",75.41,24.13,26.86,25.83
"703",75.07,24.12,26.88,25.58
"704",73.23,23.59,26.25,24.97
"705",73.13,23.43,26.48,24.97
"706",73.47,23.34,25.99,24.89
"707",73.67,23.42,26.3,24.97
"708",75.22,23.78,26.35,25.17
"709",76.04,24.08,26.76,25.42
"710",76.29,24.18,27.18,25.54
"711",75.9,24.18,27.01,25.2
"712",75.65,24.08,26.85,25.44
"713",76.04,24.21,27.05,25.73
"714",76.48,24.37,26.93,26.12
"715",75.46,24.21,26.39,26.05
"716",75.65,24.18,26.48,25.95
"717",74.78,24.12,26.84,25.5
"718",75.02,24.15,26.79,25.45
"719",75.27,24.22,26.83,25.2
"720",74.64,24.29,27.03,25.39
"721",74.39,24.4,27.1,25.48
"722",73.72,24.17,26.82,25.05
"723",73.72,24.14,26.67,24.77
"724",73.33,23.98,26.67,24.8
"725",73.08,23.94,26.39,24.68
"726",73.86,24.11,26.31,24.73
"727",73.76,24.1,26.26,24.93
"728",74.59,24.27,26.36,25.1
"729",74.73,24.38,26.33,25.43
"730",74.44,24.46,26.17,25.47
"731",76.43,24.89,27.11,26.05
"732",75.9,24.82,27.1,25.73
"733",74.35,24.6,27.14,25.24
"734",72.84,24.19,26.67,24.92
"735",73.18,24.28,26.65,25.19
"736",72.21,24.07,26.23,24.37
"737",72.79,24.18,26.26,24.59
"738",73.91,24.32,26.53,24.73
"739",74.01,24.39,26.9,24.85
